SLF4J(W): Class path contains multiple SLF4J providers.
SLF4J(W): Found provider [scribe.slf4j.ScribeServiceProvider@23a4b2a]
SLF4J(W): Found provider [ch.qos.logback.classic.spi.LogbackServiceProvider@57e773b1]
SLF4J(W): See https://www.slf4j.org/codes.html#multiple_bindings for an explanation.
SLF4J(I): Actual provider is of type [scribe.slf4j.ScribeServiceProvider@23a4b2a]
2024.09.01 16:26:35 WARN  Flyway upgrade recommended: H2 2.3.230 is newer than this version of Flyway and support has not been tested. The latest supported version of H2 is 2.2.220.
2024.09.01 16:26:37 INFO  no build target found for C:\Users\ach18\PL\exercise1\chihyun-ahn\core\src\main\scala\cs320\Implementation.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.09.01 16:26:37 INFO  no build target found for C:\Users\ach18\PL\exercise1\chihyun-ahn\core\src\main\scala\cs320\Implementation.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.09.01 16:26:41 INFO  no build target found for C:\Users\ach18\PL\exercise1\chihyun-ahn\core\src\main\scala\cs320\Implementation.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.09.01 16:26:41 INFO  running 'C:\Users\ach18\AppData\Local\Coursier\cache\arc\https\github.com\adoptium\temurin17-binaries\releases\download\jdk-17%252B35\OpenJDK17-jdk_x64_windows_hotspot_17_35.zip\jdk-17+35\bin\java.exe -Djline.terminal=jline.UnsupportedTerminal -Dsbt.log.noformat=true -Dfile.encoding=UTF-8 -jar C:\Users\ach18\AppData\Local\Temp\metals7393960787395134117\sbt-launch.jar -Dbloop.export-jar-classifiers=sources bloopInstall'
2024.09.01 16:26:42 ERROR [info] [launcher] getting org.scala-sbt sbt 1.9.8  (this may take some time)...
2024.09.01 16:28:54 ERROR [error] [launcher] xsbt.boot.internal.shaded.coursier.error.FetchError$DownloadingArtifacts: Error fetching artifacts:
2024.09.01 16:28:54 ERROR https://repo1.maven.org/maven2/org/scala-lang/scala-compiler/2.12.18/scala-compiler-2.12.18.jar: download error: Caught java.net.SocketException (?쁽?옱 ?뿰寃곗? ?궗?슜?옄?쓽 ?샇?뒪?듃 ?떆?뒪?뀥?쓽 ?냼?봽?듃?썾?뼱?쓽 ?쓽?빐 以묐떒?릺?뿀?뒿?땲?떎) while downloading https://repo1.maven.org/maven2/org/scala-lang/scala-compiler/2.12.18/scala-compiler-2.12.18.jar
2024.09.01 16:28:54 ERROR 
2024.09.01 16:28:54 ERROR [error] [launcher] could not retrieve sbt 1.9.8
2024.09.01 16:28:54 INFO  time: ran 'sbt bloopInstall' in 2m12s
2024.09.01 16:28:54 ERROR sbt command failed: C:\Users\ach18\AppData\Local\Coursier\cache\arc\https\github.com\adoptium\temurin17-binaries\releases\download\jdk-17%252B35\OpenJDK17-jdk_x64_windows_hotspot_17_35.zip\jdk-17+35\bin\java.exe -Djline.terminal=jline.UnsupportedTerminal -Dsbt.log.noformat=true -Dfile.encoding=UTF-8 -jar C:\Users\ach18\AppData\Local\Temp\metals7393960787395134117\sbt-launch.jar -Dbloop.export-jar-classifiers=sources bloopInstall
2024.09.01 16:28:54 INFO  no build target found for C:\Users\ach18\PL\exercise1\chihyun-ahn\core\src\main\scala\cs320\Implementation.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.09.01 16:29:49 INFO  no build target found for C:\Users\ach18\PL\exercise1\chihyun-ahn\core\src\main\scala\cs320\Implementation.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.09.01 16:29:56 INFO  no build target found for C:\Users\ach18\PL\exercise1\chihyun-ahn\core\src\main\scala\cs320\Implementation.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.09.01 16:29:57 INFO  no build target found for C:\Users\ach18\PL\exercise1\chihyun-ahn\core\src\main\scala\cs320\Implementation.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.09.01 16:32:42 INFO  no build target found for C:\Users\ach18\PL\exercise1\chihyun-ahn\core\src\main\scala\cs320\Implementation.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.09.01 16:32:42 INFO  no build target found for C:\Users\ach18\PL\exercise1\chihyun-ahn\core\src\main\scala\cs320\Implementation.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.09.01 16:32:44 INFO  no build target found for C:\Users\ach18\PL\exercise1\chihyun-ahn\core\src\main\scala\cs320\Implementation.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.09.01 16:32:46 INFO  no build target found for C:\Users\ach18\PL\exercise1\chihyun-ahn\core\src\main\scala\cs320\Implementation.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.09.01 16:32:53 INFO  no build target found for C:\Users\ach18\PL\exercise1\chihyun-ahn\core\src\main\scala\cs320\Implementation.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.09.01 16:32:53 INFO  no build target found for C:\Users\ach18\PL\exercise1\chihyun-ahn\core\src\main\scala\cs320\Implementation.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.09.01 16:32:54 INFO  no build target found for C:\Users\ach18\PL\exercise1\chihyun-ahn\core\src\main\scala\cs320\Implementation.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.09.01 16:32:54 INFO  no build target found for C:\Users\ach18\PL\exercise1\chihyun-ahn\core\src\main\scala\cs320\Implementation.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.09.01 16:32:56 INFO  no build target found for C:\Users\ach18\PL\exercise1\chihyun-ahn\core\src\main\scala\cs320\Implementation.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.09.01 16:33:15 INFO  no build target found for C:\Users\ach18\PL\exercise1\chihyun-ahn\core\src\main\scala\cs320\Implementation.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.09.01 16:33:15 INFO  no build target found for C:\Users\ach18\PL\exercise1\chihyun-ahn\core\src\main\scala\cs320\Implementation.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.09.01 16:33:15 INFO  no build target found for C:\Users\ach18\PL\exercise1\chihyun-ahn\core\src\main\scala\cs320\Implementation.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.09.01 16:33:15 INFO  no build target found for C:\Users\ach18\PL\exercise1\chihyun-ahn\core\src\main\scala\cs320\Implementation.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.09.01 16:33:15 INFO  no build target found for C:\Users\ach18\PL\exercise1\chihyun-ahn\core\src\main\scala\cs320\Implementation.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.09.01 16:33:17 INFO  no build target found for C:\Users\ach18\PL\exercise1\chihyun-ahn\core\src\main\scala\cs320\Implementation.scala. Using presentation compiler with project's scala-library version: 3.3.3
